method,month,coverage,avg_width,median_neff,avg_drift
rolling,2021-09,0.8722222222222222,5.930277777777778,1080.0,
rolling,2021-10,0.8024193548387097,8.268817204301076,1080.0,
rolling,2021-11,0.8166666666666667,11.609166666666667,1080.0,
rolling,2021-12,0.8682795698924731,16.929032258064513,1080.0,
rolling,2022-01,0.8924731182795699,20.91747311827957,1080.0,
rolling,2022-02,0.8630952380952381,22.429761904761904,1080.0,
rolling,2022-03,0.9381720430107527,22.534408602150535,1080.0,
rolling,2022-04,0.9305555555555556,15.518611111111111,1080.0,
rolling,2022-05,0.928763440860215,13.968010752688173,1080.0,
rolling,2022-06,0.9486111111111111,10.288333333333334,1080.0,
rolling,2022-07,0.9220430107526881,7.707795698924731,1080.0,
rolling,2022-08,0.8817204301075269,7.376075268817204,1080.0,
rolling,2022-09,0.9416666666666667,7.394722222222221,1080.0,
rolling,2022-10,0.7325268817204301,8.330913978494623,1080.0,
rolling,2022-11,0.8597222222222223,14.23777777777778,1080.0,
rolling,2022-12,0.8723118279569892,16.62715053763441,1080.0,
rolling,2023-01,0.9274193548387096,18.36532258064516,1080.0,
rolling,2023-02,0.8973214285714286,17.043154761904763,1080.0,
rolling,2023-03,0.9193548387096774,17.55161290322581,1080.0,
rolling,2023-04,0.9430555555555555,16.776944444444442,1080.0,
rolling,2023-05,0.9865591397849462,10.963709677419354,1080.0,
rolling,2023-06,0.9027777777777778,7.908888888888888,1080.0,
rolling,2023-07,0.8911290322580645,8.13736559139785,1080.0,
rolling,2023-08,0.9139784946236559,7.59247311827957,1080.0,
rolling,2023-09,0.8996913580246914,6.997839506172839,1080.0,
spectral_only,2021-03,1.0,15.571944444444444,1787.42234899618,
spectral_only,2021-04,1.0,14.957222222222223,2159.9999497507924,
spectral_only,2021-05,1.0,13.586021505376344,2159.9999628079636,
spectral_only,2021-06,1.0,11.13111111111111,2159.9998801525553,
spectral_only,2021-07,0.9973118279569892,8.991666666666667,2159.9998959723544,
spectral_only,2021-08,0.9946236559139785,6.647311827956989,2159.9998626838997,
spectral_only,2021-09,0.9916666666666667,6.21,2159.9999117663915,
spectral_only,2021-10,0.9825268817204301,7.043279569892473,2159.999981256055,
spectral_only,2021-11,1.0,9.624166666666667,2159.999956397071,
spectral_only,2021-12,0.9986559139784946,13.551881720430108,2159.9999769999167,
spectral_only,2022-01,0.9986559139784946,17.055645161290325,2159.999992931619,
spectral_only,2022-02,1.0,20.65892857142857,2159.999989246973,
spectral_only,2022-03,0.9986559139784946,21.953225806451613,2159.9999916072984,
spectral_only,2022-04,1.0,18.40583333333333,2159.9999760126448,
spectral_only,2022-05,0.9973118279569892,15.343010752688173,2159.999963859444,
spectral_only,2022-06,0.9986111111111111,12.873611111111112,2159.9999641351847,
spectral_only,2022-07,1.0,10.224193548387097,2159.9999322285457,
spectral_only,2022-08,0.9932795698924731,8.193548387096776,2159.999869561296,
spectral_only,2022-09,0.9944444444444445,7.123055555555556,2159.9989433062456,
